"Seventy percent of Syria's territory was captured by the Daesh fighters under the US leadership. Russia has driven them away. The US is sponsoring Daesh.";"Syrian War, Daesh";"https://www.youtube.com/watch?v=kaxBHobDQiM";"25.09.2017";"Pavel Spirin, former journalist";"Vremya pokazhet @Pervyi kanal, 54:04";"Daesh has seized the territory of Syria under the leadership of the US";"Conspiracy theory, no evidence given. The US is leading the global coalition to defeat Daesh. http://www.inherentresolve.mil/campaign/
U.S.-backed militias are fighting the Daesh in its former Syrian headquarters of Raqqa. Islamic State has lost much of its territory in Syria this year under separate offensives by the SDF (US-backed militias under the banner of the Syrian Democratic Forces) and the Russia-backed Syrian military. https://www.reuters.com/article/us-mideast-crisis-syria-raqqa/syrian-militias-aim-to-push-islamic-state-out-of-raqqa-within-a-month-idUSKCN1C01RZ
Background on the fight against Daesh: https://www.crisisgroup.org/middle-east-north-africa/eastern-mediterranean/syria/b053-fighting-isis-road-and-beyond-raqqa";"Russian";"82";"Russia, US, Syria"
"AfD members are under surveillance of the German secret services. Now the services will have to carry out surveillance also of the 13 percent of the German population that voted for AfD.";"AfD, Surveillance, Elections";"http://www.protiproud.cz/politika/3371-ctvrta-rise-se-zakymacela-merkelova-vitezne-prohrala-schulz-dostal-direkt-mezi-oci-jehnatka-z-mokrin-kvileji-cech-v-nemeckem-parlamentu-ndr-zije-a-mysli-podobne-jako-my-co-udela-okamura.htm";"25.09.2017";"European Values";"Protiproud.cz";"German secret services will surveil the 13 percent of the German population since they voted for the AfD";"No evidence given. The German intelligence services have been tasked with the collection and the analysis of information on efforts directed against the free democratic basic order or against the existence and the security of the Federation or one of its States or aimed at unlawfully hampering constitutional bodies of the Federation or one of its States or their members in the performance of their duties or jeopardising foreign interests of the Federal Republic of Germany by the use of violence or the preparation thereof or directed against the idea of international understanding (article 9, para. 2 of the Basic Law (Grundgesetz, GG)), especially against the peaceful coexistence of peoples and intelligence activities carried out on behalf of a foreign power (counter-intelligence).
Moreover, in conformity with section 3 (2) of the BVerfSchG, BfV contributes to counter-sabotage and personnel/physical security. Exercising your democratic right to vote for what you wish is neither of the above. https://www.verfassungsschutz.de/en/about-the-bfv/tasks/what-exactly-are-the-tasks-of-the-domestic-intelligence-services";"Czech";"82";"Germany"
"FDP and the Greens have strongly euro-sceptic policies and Merkel will thus continue to cooperate with SPD (albeit in opposition) on creating ""the New Europe"".";"SPD, Elections, Angela Merkel";"https://aeronet.cz/news/panika-v-nemecku-a-v-dome-rothschild-mandat-merkelove-po-volbach-je-prilis-slaby-mame-obavy-z-nedobreho-vyvoje-v-nemecku-projekt-nove-evropy-se-zkomplikuje-panika-propukla-i-v-cesku/";"25.09.2017";"European Values";"Aeronet.cz";"The German parties FDP and the Greens have strongly euro-sceptic policies, Merkel won't cooperate with them";"The German parties FDP and the Greens do not have Eurosceptic programs.
See: http://www.politico.eu/article/germany-parties-plan-for-eu-in-election-campaign/, https://www.gruene.de/programm-2017/a-bis-z/wir-kaempfen-um-europas-zusammenhalt.html, https://www.fdp.de/thema/europa.";"Czech";"82";"Germany"
"Migrants granted refugee status will be free to move across and within the Schengen area.";"EU, Refugees, Migration crisis";"https://aeronet.cz/news/panika-v-nemecku-a-v-dome-rothschild-mandat-merkelove-po-volbach-je-prilis-slaby-mame-obavy-z-nedobreho-vyvoje-v-nemecku-projekt-nove-evropy-se-zkomplikuje-panika-propukla-i-v-cesku/";"25.09.2017";"European Values";"Aeronet.cz";"Migrants granted refugee status will be free to move within Schengen";"Free movement is granted to EU citizens only. According to 2016 EU regulation, asylum seekers shall have their application rejected if they move to another country.
See: https://www.euractiv.com/section/global-europe/news/under-new-eu-rules-refugees-face-asylum-rejection-if-they-leave-country-of-arrival/";"Czech";"82";"EU"
"The monthly support for a  4 member refugee family in Germany amounts to 5000 euro a month.";"Refugees, Migration crisis";"https://aeronet.cz/news/panika-v-nemecku-a-v-dome-rothschild-mandat-merkelove-po-volbach-je-prilis-slaby-mame-obavy-z-nedobreho-vyvoje-v-nemecku-projekt-nove-evropy-se-zkomplikuje-panika-propukla-i-v-cesku/";"25.09.2017";"European Values";"Aeronet.cz";"The monthly support to a 4 member refugee family in Germany is 5000 euro a month";"Recurring disinformation about allowances for refugees in Germany https://euvsdisinfo.eu/report/a-syrian-refugee-with-four-wifes-and-23-children-earns-2/. The real cost is difficult to count as the money is distributed by German federal states. The Federal Government pays the states a lump sum of 670 euro per refugee a month (that is 2680 for four). See: http://www.dw.com/en/the-complex-costs-of-integrating-refugees-in-germany/a-18818095";"Czech";"82";"Germany"
"The UN report on the situation regarding human rights in Crimea which criticises Russia is based on lies. The UN experts haven't even been there, they received all the information from Ukraine.";"Human rights, UN, Crimea";"http://ren.tv/novosti/2017-09-25/v-krymu-doklad-oon-o-pravah-cheloveka-nazvali-filkinoy-gramotoy";"25.09.2017";"Promote Ukraine NGO";"Ren-TV";"UN report on Crimea is based on lies";"As stated in the report, the UN experts have collected information in Crimea which is, according to the international law, part of Ukraine. ""Since then, HRMMU [Human Rights Monitoring Mission in Ukraine] has been
collecting and analysing information on the human rights situation throughout Ukraine,
including in the Autonomous Republic of Crimea and the city of Sevastopol"" - the report says. 
HRMMU has not been provided access to Crimea by Russian Federation authorities since its former Head of Mission accompanied the former Assistant Secretary-General for Human Rights, Ivan Šimonović, on 21-22 March 2014. 
HRMMU has monitored the human rights situation in the peninsula from its presence in mainland Ukraine. HRMMU systematically collects and analyzes information gathered through direct interviews and fact-finding missions, including at the Administrative Boundary Line (ABL) between mainland Ukraine and Crimea. The report only describes allegations of human rights violations and abuses and violations of international humanitarian law that OHCHR could verify and corroborate in accordance with its methodology. OHCHR is committed to the protection of its sources and systematically assesses the potential risks of harm and retaliation against them. http://www.ohchr.org/Documents/Countries/UA/Crimea2014_2017_EN.pdf";"Russian";"81";"Russia, Ukraine"
"Battalions of the Islamic state have been resting at resorts provided by the Ukrainian state on the territory of Crimea before Crimea was returned to the homeland. Ukraine was also selling weapons to the Islamic state.";"War in Ukraine, Crimea, Daesh";"https://youtu.be/IFEuJgB6yiA?t=5199";"24.09.2017";"Pavel Spirin, former jornalist";"Voskresnyi vecher s Vladimirom Solovyovym @Rossia-1, 1:26:40";"Ukraine has provided weapons and the use of resorts in Crimea to Daesh battalions";"No evidence given, recurring disinformation. Further debunk on previous false claims on Ukraine's support to Daesh: https://www.stopfake.org/en/fake-isis-training-camps-in-southern-ukraine/
Crimea did not ""return to the homeland"", it was illegally annexed by Russia. UNGA Resolution 68/262, which condemned Russia's illegal actions in Ukraine, was supported by 100 United Nations member states. Only 11 states opposed it. https://www.un.org/apps/news/story.asp?NewsID=47443&Cr=ukraine&Cr1=#.WdOcfWcdiEB";"Russian";"82";"Ukraine"
"Russia is now the only country in the world that is fighting the main evil of our time - terrorism.";"Terrorism";"https://www.youtube.com/watch?v=IFEuJgB6yiA";"24.09.2017";"Pavel Spirin, former journalist";"Voskresnyi vecher s Vladimirom Solovyovym @Rossia-1, 9:03";"Russia is the only country that fights terrorism";"Russia is not the only country fighting terrorism. There are for example 73 members in the Global coalition against Daesh. http://theglobalcoalition.org/en/partners/";"Russian";"82";"Russia"
"The issue of deploying a UN peacekeeping mission at the Russian-Ukrainian border in Donbas is off the table as it would be contradicting the Minsk agreements on the ceasefire in the eastern Ukrainian region.";"UN, War in Ukraine, Donbas, Minsk agreements";"https://sputniknews.com/europe/201709221057609350-un-peacekeepers-border-russia-ukraine/";"22.09.2017";"The Insider";"Sputnik";"Deployment of any missions at the Russia-Ukrainian border will contradict the Minsk Agreements";"The Package of Measures for the Implementation of the Minsk Agreements do not mention peacekeeping missions. http://www.osce.org/ru/cio/140221?download=true 
Instead, they do state that full Ukrainian government control has be restored over the state border, throughout the conflict zone. In addition, all foreign armed groups, weapons and mercenaries have to be withdrawn from Ukrainian territory under the OSCE monitoring. 
Further debunk: http://theins.ru/antifake/71968";"English";"81";"Russia, Ukraine"
"Russia is under pressure, including military pressure, that is unprecedented in the last 500 years.";"Military";"https://www.1tv.ru/shows/vremya-pokazhet/vypuski/ohota-na-rossiyu-vremya-pokazhet-vypusk-ot-21-09-2017";"21.09.2017";"East Stratcom Network";"Vremya pokazhet @Rossiya 1, 37:13";"Russia is under unprecedented military pressure";"No objective figures would suggest that the current military pressure on Russia is on a par with or larger than e.g. during the WW2 or during the Cold War.	Russia's military exercises in recent years have been far bigger than those of NATO: http://bit.ly/29kpLYm. Moreover, significant NATO exercises are subject to notification or open to observers http://bit.ly/2dQA71d.";"Russian";"81";"Russia"
"The West is preparing to attack Russia. We do not know what form this attack will take.  NATO is squeezing Russia from all sides.";"Encircling Russia, NATO, The West";"https://www.1tv.ru/shows/vremya-pokazhet/vypuski/ohota-na-rossiyu-vremya-pokazhet-vypusk-ot-21-09-2017";"21.09.2017";"East Stratcom Network";"Vremya pokazhet @Channel One, 33:15";"The West is preparing to attack Russia";"No evidence given. This claim ignores the facts of geography. Russia's land border is just over 20,000 kilometres long. Of that, 1,215 kilometres, or less than one-sixteenth, face current NATO members. http://bit.ly/2sX0IFD";"Russian";"81";"Russia"
"Poland wants to seize [the Ukrainian city of] Lviv and Ukraine as well as Belarus in general and become their patron. Meanwhile, Romania wants to seize Moldova's [breakaway] Dniester Region. Latvia and Estonia have their own claims for Russian territories.";"Destabilising Russia";"http://www.tvc.ru/channel/brand/id/36/show/episodes/episode_id/51358";"21.09.2017";"East Stratcom Network";"Pravo Golosa @TV Centr, 24:30";"Latvia and Estonia have claims for Russian territories, Poland wants to seize Ukraine and Belarus, Romania Transnistria";"No evidence given. Recurring disinformation suggesting that EU Member States pose a threat to their neighbours.";"Russian";"81";"Latvia, Russia, Ukraine, Baltic states, Estonia, Belarus, Poland"
